id,week_number,home,away,comp
2754,16,154,153,Segunda Division
2755,16,152,151,Segunda Division
2756,16,156,150,Segunda Division
2757,16,149,148,Segunda Division
2758,16,147,146,Segunda Division
2759,16,145,144,Segunda Division
2760,16,143,142,Segunda Division
2761,17,141,159,Segunda Division
2762,17,160,157,Segunda Division
2763,17,158,154,Segunda Division
2764,17,155,152,Segunda Division
2765,17,153,156,Segunda Division
2766,17,151,149,Segunda Division
2767,17,150,147,Segunda Division
2768,17,148,145,Segunda Division
2769,17,146,143,Segunda Division
2770,17,144,142,Segunda Division
2771,18,157,141,Segunda Division
2772,18,154,159,Segunda Division
2773,18,152,160,Segunda Division
2774,18,156,158,Segunda Division
2775,18,149,155,Segunda Division
2776,18,147,153,Segunda Division
2777,18,145,151,Segunda Division
2778,18,143,150,Segunda Division
2779,18,142,148,Segunda Division
2780,18,144,146,Segunda Division
2781,20,141,154,Segunda Division
2782,20,157,152,Segunda Division
2783,20,159,156,Segunda Division
2784,20,160,149,Segunda Division
2785,20,158,147,Segunda Division
2786,20,155,145,Segunda Division
2787,20,153,143,Segunda Division
2788,20,151,142,Segunda Division
2789,20,150,144,Segunda Division
2790,20,148,146,Segunda Division
2791,21,152,141,Segunda Division
2792,21,156,154,Segunda Division
2793,21,149,157,Segunda Division
2794,21,147,159,Segunda Division
2795,21,145,160,Segunda Division
2796,21,143,158,Segunda Division
2797,21,142,155,Segunda Division
2798,21,144,153,Segunda Division
2799,21,146,151,Segunda Division
2800,21,148,150,Segunda Division
2801,22,141,156,Segunda Division
2802,22,152,149,Segunda Division
2803,22,154,147,Segunda Division
2804,22,157,145,Segunda Division
2805,22,159,143,Segunda Division
2806,22,160,142,Segunda Division
2807,22,158,144,Segunda Division
2808,22,155,146,Segunda Division
2809,22,153,148,Segunda Division
2810,22,151,150,Segunda Division
2811,24,149,141,Segunda Division
2812,24,147,156,Segunda Division
2813,24,145,152,Segunda Division
2814,24,143,154,Segunda Division
2815,24,142,157,Segunda Division
2816,24,144,159,Segunda Division
2817,24,146,160,Segunda Division
2818,24,148,158,Segunda Division
2819,24,150,155,Segunda Division
2820,24,151,153,Segunda Division
2821,25,141,147,Segunda Division
2822,25,149,145,Segunda Division
2823,25,156,143,Segunda Division
2824,25,152,142,Segunda Division
2825,25,154,144,Segunda Division
2826,25,157,146,Segunda Division
2827,25,159,148,Segunda Division
2828,25,160,150,Segunda Division
2829,25,158,151,Segunda Division
2830,25,155,153,Segunda Division
2831,26,145,141,Segunda Division
2832,26,143,147,Segunda Division
2833,26,142,149,Segunda Division
2834,26,144,156,Segunda Division
2835,26,146,152,Segunda Division
2836,26,148,154,Segunda Division
2837,26,150,157,Segunda Division
2838,26,151,159,Segunda Division
2839,26,153,160,Segunda Division
2840,26,155,158,Segunda Division
2841,28,141,143,Segunda Division
2842,28,145,142,Segunda Division
2843,28,147,144,Segunda Division
2844,28,149,146,Segunda Division
2845,28,156,148,Segunda Division
2846,28,152,150,Segunda Division
2847,28,154,151,Segunda Division
2848,28,157,153,Segunda Division
2849,28,159,155,Segunda Division
2850,28,160,158,Segunda Division
2851,29,142,141,Segunda Division
2852,29,144,143,Segunda Division
2853,29,146,145,Segunda Division
2854,29,148,147,Segunda Division
2855,29,150,149,Segunda Division
2856,29,151,156,Segunda Division
2857,29,153,152,Segunda Division
2858,29,155,154,Segunda Division
2859,29,158,157,Segunda Division
2860,29,160,159,Segunda Division
2861,30,141,144,Segunda Division
2862,30,142,146,Segunda Division
2863,30,143,148,Segunda Division
2864,30,145,150,Segunda Division
2865,30,147,151,Segunda Division
2866,30,149,153,Segunda Division
2867,30,156,155,Segunda Division
2868,30,152,158,Segunda Division
2869,30,154,160,Segunda Division
2870,30,157,159,Segunda Division
2871,32,146,141,Segunda Division
2872,32,148,144,Segunda Division
2873,32,150,142,Segunda Division
2874,32,151,143,Segunda Division
2875,32,153,145,Segunda Division
2876,32,155,147,Segunda Division
2877,32,158,149,Segunda Division
2878,32,160,156,Segunda Division
2879,32,159,152,Segunda Division
2880,32,157,154,Segunda Division
2881,33,141,148,Segunda Division
2882,33,146,150,Segunda Division
2883,33,144,151,Segunda Division
2884,33,142,153,Segunda Division
2885,33,143,155,Segunda Division
2886,33,145,158,Segunda Division
2887,33,147,160,Segunda Division
2888,33,149,159,Segunda Division
2889,33,156,157,Segunda Division
2890,33,152,154,Segunda Division
2891,34,150,141,Segunda Division
2892,34,151,148,Segunda Division
2893,34,153,146,Segunda Division
2894,34,155,144,Segunda Division
2895,34,158,142,Segunda Division
2896,34,160,143,Segunda Division
2897,34,159,145,Segunda Division
2898,34,157,147,Segunda Division
2899,34,154,149,Segunda Division
2900,34,152,156,Segunda Division
2901,36,141,151,Segunda Division
2902,36,150,153,Segunda Division
2903,36,148,155,Segunda Division
2904,36,146,158,Segunda Division
2905,36,144,160,Segunda Division
2906,36,142,159,Segunda Division
2907,36,143,157,Segunda Division
2908,36,145,154,Segunda Division
2909,36,147,152,Segunda Division
2910,36,149,156,Segunda Division
2911,37,153,141,Segunda Division
2912,37,155,151,Segunda Division
2913,37,158,150,Segunda Division
2914,37,160,148,Segunda Division
2915,37,159,146,Segunda Division
2916,37,157,144,Segunda Division
2917,37,154,142,Segunda Division
2918,37,152,143,Segunda Division
2919,37,156,145,Segunda Division
2920,37,149,147,Segunda Division
2921,38,141,155,Segunda Division
2922,38,153,158,Segunda Division
2923,38,151,160,Segunda Division
2924,38,150,159,Segunda Division
2925,38,148,157,Segunda Division
2926,38,146,154,Segunda Division
2927,38,144,152,Segunda Division
2928,38,142,156,Segunda Division
2929,38,143,149,Segunda Division
2930,38,145,147,Segunda Division
2931,40,158,141,Segunda Division
2932,40,160,155,Segunda Division
2933,40,159,153,Segunda Division
2934,40,157,151,Segunda Division
2935,40,154,150,Segunda Division
2936,40,152,148,Segunda Division
2937,40,156,146,Segunda Division
2938,40,149,144,Segunda Division
2939,40,147,142,Segunda Division
2940,40,145,143,Segunda Division
2941,41,141,160,Segunda Division
2942,41,158,159,Segunda Division
2943,41,155,157,Segunda Division
2944,41,153,154,Segunda Division
2945,41,151,152,Segunda Division
2946,41,150,156,Segunda Division
2947,41,148,149,Segunda Division
2948,41,146,147,Segunda Division
2949,41,144,145,Segunda Division
2950,41,142,143,Segunda Division
2951,42,159,141,Segunda Division
2952,42,157,160,Segunda Division
2953,42,154,158,Segunda Division
2954,42,152,155,Segunda Division
2955,42,156,153,Segunda Division
2956,42,149,151,Segunda Division
2957,42,147,150,Segunda Division
2958,42,145,148,Segunda Division
2959,42,143,146,Segunda Division
2960,42,142,144,Segunda Division
2961,44,141,157,Segunda Division
2962,44,159,154,Segunda Division
2963,44,160,152,Segunda Division
2964,44,158,156,Segunda Division
2965,44,155,149,Segunda Division
2966,44,153,147,Segunda Division
2967,44,151,145,Segunda Division
2968,44,150,143,Segunda Division
2969,44,148,142,Segunda Division
2970,44,146,144,Segunda Division
2971,45,154,141,Segunda Division
2972,45,152,157,Segunda Division
2973,45,156,159,Segunda Division
2974,45,149,160,Segunda Division
2975,45,147,158,Segunda Division
2976,45,145,155,Segunda Division
2977,45,143,153,Segunda Division
2978,45,142,151,Segunda Division
2979,45,144,150,Segunda Division
2980,45,146,148,Segunda Division
2981,46,141,152,Segunda Division
2982,46,154,156,Segunda Division
2983,46,157,149,Segunda Division
2984,46,159,147,Segunda Division
2985,46,160,145,Segunda Division
2986,46,158,143,Segunda Division
2987,46,155,142,Segunda Division
2988,46,153,144,Segunda Division
2989,46,151,146,Segunda Division
2990,46,150,148,Segunda Division
2991,48,156,141,Segunda Division
2992,48,149,152,Segunda Division
2993,48,147,154,Segunda Division
2994,48,145,157,Segunda Division
2995,48,143,159,Segunda Division
2996,48,142,160,Segunda Division
2997,48,144,158,Segunda Division
2998,48,146,155,Segunda Division
2999,48,148,153,Segunda Division
3000,48,150,151,Segunda Division
3001,49,141,149,Segunda Division
3002,49,156,147,Segunda Division
3003,49,152,145,Segunda Division
3004,49,154,143,Segunda Division
3005,49,157,142,Segunda Division
3006,49,159,144,Segunda Division
3007,49,160,146,Segunda Division
3008,49,158,148,Segunda Division
3009,49,155,150,Segunda Division
3010,49,153,151,Segunda Division
3011,50,147,141,Segunda Division
3012,50,145,149,Segunda Division
3013,50,143,156,Segunda Division
3014,50,142,152,Segunda Division
3015,50,144,154,Segunda Division
3016,50,146,157,Segunda Division
3017,50,148,159,Segunda Division
3018,50,150,160,Segunda Division
3019,50,151,158,Segunda Division
3020,50,153,155,Segunda Division
3021,52,141,145,Segunda Division
3022,52,147,143,Segunda Division
3023,52,149,142,Segunda Division
3024,52,156,144,Segunda Division
3025,52,152,146,Segunda Division
3026,52,154,148,Segunda Division
3027,52,157,150,Segunda Division
3028,52,159,151,Segunda Division
3029,52,160,153,Segunda Division
3030,52,158,155,Segunda Division
3031,53,143,141,Segunda Division
3032,53,142,145,Segunda Division
3033,53,144,147,Segunda Division
3034,53,146,149,Segunda Division
3035,53,148,156,Segunda Division
3036,53,150,152,Segunda Division
3037,53,151,154,Segunda Division
3038,53,153,157,Segunda Division
3039,53,155,159,Segunda Division
3040,53,158,160,Segunda Division
3041,4,161,162,Serie A
3042,4,163,164,Serie A
3043,4,165,166,Serie A
3044,4,167,168,Serie A
3045,4,169,170,Serie A
3046,4,176,171,Serie A
3047,4,172,173,Serie A
3048,4,174,175,Serie A
3049,4,177,178,Serie A
3050,4,179,180,Serie A
3051,5,164,161,Serie A
3052,5,166,162,Serie A
3053,5,168,163,Serie A
3054,5,170,165,Serie A
3055,5,171,167,Serie A
3056,5,173,169,Serie A
3057,5,175,176,Serie A
3058,5,178,172,Serie A
3059,5,180,174,Serie A
3060,5,179,177,Serie A
3061,6,161,166,Serie A
3062,6,164,168,Serie A
3063,6,162,170,Serie A
3064,6,163,171,Serie A
3065,6,165,173,Serie A
3066,6,167,175,Serie A
3067,6,169,178,Serie A
3068,6,176,180,Serie A
3069,6,172,179,Serie A
3070,6,174,177,Serie A
3071,8,168,161,Serie A
3072,8,170,166,Serie A
3073,8,171,164,Serie A
3074,8,173,162,Serie A
3075,8,175,163,Serie A
3076,8,178,165,Serie A
3077,8,180,167,Serie A
3078,8,179,169,Serie A
3079,8,177,176,Serie A
3080,8,174,172,Serie A
3081,9,161,170,Serie A
3082,9,168,171,Serie A
3083,9,166,173,Serie A
3084,9,164,175,Serie A
3085,9,162,178,Serie A
3086,9,163,180,Serie A
3087,9,165,179,Serie A
3088,9,167,177,Serie A
3089,9,169,174,Serie A
3090,9,176,172,Serie A
3091,10,171,161,Serie A
3092,10,173,170,Serie A
3093,10,175,168,Serie A
3094,10,178,166,Serie A
3095,10,180,164,Serie A
3096,10,179,162,Serie A
3097,10,177,163,Serie A
3098,10,174,165,Serie A
3099,10,172,167,Serie A
3100,10,176,169,Serie A
3101,12,161,173,Serie A
3102,12,171,175,Serie A
3103,12,170,178,Serie A
3104,12,168,180,Serie A
3105,12,166,179,Serie A
3106,12,164,177,Serie A
3107,12,162,174,Serie A
3108,12,163,172,Serie A
3109,12,165,176,Serie A
3110,12,167,169,Serie A
3111,13,175,161,Serie A
3112,13,178,173,Serie A
3113,13,180,171,Serie A
3114,13,179,170,Serie A
3115,13,177,168,Serie A
3116,13,174,166,Serie A
3117,13,172,164,Serie A
3118,13,176,162,Serie A
3119,13,169,163,Serie A
3120,13,167,165,Serie A
3121,14,161,178,Serie A
3122,14,175,180,Serie A
3123,14,173,179,Serie A
3124,14,171,177,Serie A
3125,14,170,174,Serie A
3126,14,168,172,Serie A
3127,14,166,176,Serie A
3128,14,164,169,Serie A
3129,14,162,167,Serie A
3130,14,163,165,Serie A
3131,16,180,161,Serie A
3132,16,179,178,Serie A
3133,16,177,175,Serie A
3134,16,174,173,Serie A
3135,16,172,171,Serie A
3136,16,176,170,Serie A
3137,16,169,168,Serie A
3138,16,167,166,Serie A
3139,16,165,164,Serie A
3140,16,163,162,Serie A
3141,17,161,179,Serie A
3142,17,180,177,Serie A
3143,17,178,174,Serie A
3144,17,175,172,Serie A
3145,17,173,176,Serie A
3146,17,171,169,Serie A
3147,17,170,167,Serie A
3148,17,168,165,Serie A
3149,17,166,163,Serie A
3150,17,164,162,Serie A
3151,18,177,161,Serie A
3152,18,174,179,Serie A
3153,18,172,180,Serie A
3154,18,176,178,Serie A
3155,18,169,175,Serie A
3156,18,167,173,Serie A
3157,18,165,171,Serie A
3158,18,163,170,Serie A
3159,18,162,168,Serie A
3160,18,164,166,Serie A
3161,20,161,174,Serie A
3162,20,177,172,Serie A
3163,20,179,176,Serie A
3164,20,180,169,Serie A
3165,20,178,167,Serie A
3166,20,175,165,Serie A
3167,20,173,163,Serie A
3168,20,171,162,Serie A
3169,20,170,164,Serie A
3170,20,168,166,Serie A
3171,21,172,161,Serie A
3172,21,176,174,Serie A
3173,21,169,177,Serie A
3174,21,167,179,Serie A
3175,21,165,180,Serie A
3176,21,163,178,Serie A
3177,21,162,175,Serie A
3178,21,164,173,Serie A
3179,21,166,171,Serie A
3180,21,168,170,Serie A
3181,22,161,176,Serie A
3182,22,172,169,Serie A
3183,22,174,167,Serie A
3184,22,177,165,Serie A
3185,22,179,163,Serie A
3186,22,180,162,Serie A
3187,22,178,164,Serie A
3188,22,175,166,Serie A
3189,22,173,168,Serie A
3190,22,171,170,Serie A
3191,24,169,161,Serie A
3192,24,167,176,Serie A
3193,24,165,172,Serie A
3194,24,163,174,Serie A
3195,24,162,177,Serie A
3196,24,164,179,Serie A
3197,24,166,180,Serie A
3198,24,168,178,Serie A
3199,24,170,175,Serie A
3200,24,171,173,Serie A
3201,25,161,167,Serie A
3202,25,169,165,Serie A
3203,25,176,163,Serie A
3204,25,172,162,Serie A
3205,25,174,164,Serie A
3206,25,177,166,Serie A
3207,25,179,168,Serie A
3208,25,180,170,Serie A
3209,25,178,171,Serie A
3210,25,175,173,Serie A
3211,26,165,161,Serie A
3212,26,163,167,Serie A
3213,26,162,169,Serie A
3214,26,164,176,Serie A
3215,26,166,172,Serie A
3216,26,168,174,Serie A
3217,26,170,177,Serie A
3218,26,171,179,Serie A
3219,26,173,180,Serie A
3220,26,175,178,Serie A
3221,28,161,163,Serie A
3222,28,165,162,Serie A
3223,28,167,164,Serie A
3224,28,169,166,Serie A
3225,28,176,168,Serie A
3226,28,172,170,Serie A
3227,28,174,171,Serie A
3228,28,177,173,Serie A
3229,28,179,175,Serie A
3230,28,180,178,Serie A
3231,29,162,161,Serie A
3232,29,164,163,Serie A
3233,29,166,165,Serie A
3234,29,168,167,Serie A
3235,29,170,169,Serie A
3236,29,171,176,Serie A
3237,29,173,172,Serie A
3238,29,175,174,Serie A
3239,29,178,177,Serie A
3240,29,180,179,Serie A
3241,30,161,164,Serie A
3242,30,162,166,Serie A
3243,30,163,168,Serie A
3244,30,165,170,Serie A
3245,30,167,171,Serie A
3246,30,169,173,Serie A
3247,30,176,175,Serie A
3248,30,172,178,Serie A
3249,30,174,180,Serie A
3250,30,177,179,Serie A
3251,32,166,161,Serie A
3252,32,168,164,Serie A
3253,32,170,162,Serie A
3254,32,171,163,Serie A
3255,32,173,165,Serie A
3256,32,175,167,Serie A
3257,32,178,169,Serie A
3258,32,180,176,Serie A
3259,32,179,172,Serie A
3260,32,177,174,Serie A
3261,33,161,168,Serie A
3262,33,166,170,Serie A
3263,33,164,171,Serie A
3264,33,162,173,Serie A
3265,33,163,175,Serie A
3266,33,165,178,Serie A
3267,33,167,180,Serie A
3268,33,169,179,Serie A
3269,33,176,177,Serie A
3270,33,172,174,Serie A
3271,34,170,161,Serie A
3272,34,171,168,Serie A
3273,34,173,166,Serie A
3274,34,175,164,Serie A
3275,34,178,162,Serie A
3276,34,180,163,Serie A
3277,34,179,165,Serie A
3278,34,177,167,Serie A
3279,34,174,169,Serie A
3280,34,172,176,Serie A
3281,36,161,171,Serie A
3282,36,170,173,Serie A
3283,36,168,175,Serie A
3284,36,166,178,Serie A
3285,36,164,180,Serie A
3286,36,162,179,Serie A
3287,36,163,177,Serie A
3288,36,165,174,Serie A
3289,36,167,172,Serie A
3290,36,169,176,Serie A
3291,37,173,161,Serie A
3292,37,175,171,Serie A
3293,37,178,170,Serie A
3294,37,180,168,Serie A
3295,37,179,166,Serie A
3296,37,177,164,Serie A
3297,37,174,162,Serie A
3298,37,172,163,Serie A
3299,37,176,165,Serie A
3300,37,169,167,Serie A
3301,38,161,175,Serie A
3302,38,173,178,Serie A
3303,38,171,180,Serie A
3304,38,170,179,Serie A
3305,38,168,177,Serie A
3306,38,166,174,Serie A
3307,38,164,172,Serie A
3308,38,162,176,Serie A
3309,38,163,169,Serie A
3310,38,165,167,Serie A
3311,40,178,161,Serie A
3312,40,180,175,Serie A
3313,40,179,173,Serie A
3314,40,177,171,Serie A
3315,40,174,170,Serie A
3316,40,172,168,Serie A
3317,40,176,166,Serie A
3318,40,169,164,Serie A
3319,40,167,162,Serie A
3320,40,165,163,Serie A
3321,41,161,180,Serie A
3322,41,178,179,Serie A
3323,41,175,177,Serie A
3324,41,173,174,Serie A
3325,41,171,172,Serie A
3326,41,170,176,Serie A
3327,41,168,169,Serie A
3328,41,166,167,Serie A
3329,41,164,165,Serie A
3330,41,162,163,Serie A
3331,42,179,161,Serie A
3332,42,177,180,Serie A
3333,42,174,178,Serie A
3334,42,172,175,Serie A
3335,42,176,173,Serie A
3336,42,169,171,Serie A
3337,42,167,170,Serie A
3338,42,165,168,Serie A
3339,42,163,166,Serie A
3340,42,162,164,Serie A
3341,44,161,177,Serie A
3342,44,179,174,Serie A
3343,44,180,172,Serie A
3344,44,178,176,Serie A
3345,44,175,169,Serie A
3346,44,173,167,Serie A
3347,44,171,165,Serie A
3348,44,170,163,Serie A
3349,44,168,162,Serie A
3350,44,166,164,Serie A
3351,45,174,161,Serie A
3352,45,172,177,Serie A
3353,45,176,179,Serie A
3354,45,169,180,Serie A
3355,45,167,178,Serie A
3356,45,165,175,Serie A
3357,45,163,173,Serie A
3358,45,162,171,Serie A
3359,45,164,170,Serie A
3360,45,166,168,Serie A
3361,46,161,172,Serie A
3362,46,174,176,Serie A
3363,46,177,169,Serie A
3364,46,179,167,Serie A
3365,46,180,165,Serie A
3366,46,178,163,Serie A
3367,46,175,162,Serie A
3368,46,173,164,Serie A
3369,46,171,166,Serie A
3370,46,170,168,Serie A
3371,48,176,161,Serie A
3372,48,169,172,Serie A
3373,48,167,174,Serie A
3374,48,165,177,Serie A
3375,48,163,179,Serie A
3376,48,162,180,Serie A
3377,48,164,178,Serie A
3378,48,166,175,Serie A
3379,48,168,173,Serie A
3380,48,170,171,Serie A
3381,49,161,169,Serie A
3382,49,176,167,Serie A
3383,49,172,165,Serie A
3384,49,174,163,Serie A
3385,49,177,162,Serie A
3386,49,179,164,Serie A
3387,49,180,166,Serie A
3388,49,178,168,Serie A
3389,49,175,170,Serie A
3390,49,173,171,Serie A
3391,50,167,161,Serie A
3392,50,165,169,Serie A
3393,50,163,176,Serie A
3394,50,162,172,Serie A
3395,50,164,174,Serie A
3396,50,166,177,Serie A
3397,50,168,179,Serie A
3398,50,170,180,Serie A
3399,50,171,178,Serie A
3400,50,173,175,Serie A
3401,52,161,165,Serie A
3402,52,167,163,Serie A
3403,52,169,162,Serie A
3404,52,176,164,Serie A
3405,52,172,166,Serie A
3406,52,174,168,Serie A
3407,52,177,170,Serie A
3408,52,179,171,Serie A
3409,52,180,173,Serie A
3410,52,178,175,Serie A
3411,53,163,161,Serie A
3412,53,162,165,Serie A
3413,53,164,167,Serie A
3414,53,166,169,Serie A
3415,53,168,176,Serie A
3416,53,170,172,Serie A
3417,53,171,174,Serie A
3418,53,173,177,Serie A
3419,53,175,179,Serie A
3420,53,178,180,Serie A
3421,4,181,182,Serie B
3422,4,183,184,Serie B
3423,4,185,186,Serie B
3424,4,187,188,Serie B
3425,4,189,190,Serie B
3426,4,196,191,Serie B
3427,4,192,193,Serie B
3428,4,194,195,Serie B
3429,4,197,198,Serie B
3430,4,199,200,Serie B
3431,5,184,181,Serie B
3432,5,186,182,Serie B
3433,5,188,183,Serie B
3434,5,190,185,Serie B
3435,5,191,187,Serie B
3436,5,193,189,Serie B
3437,5,195,196,Serie B
3438,5,198,192,Serie B
3439,5,200,194,Serie B
3440,5,199,197,Serie B
3441,6,181,186,Serie B
3442,6,184,188,Serie B
3443,6,182,190,Serie B
3444,6,183,191,Serie B
3445,6,185,193,Serie B
3446,6,187,195,Serie B
3447,6,189,198,Serie B
3448,6,196,200,Serie B
3449,6,192,199,Serie B
3450,6,194,197,Serie B
3451,8,188,181,Serie B
3452,8,190,186,Serie B
3453,8,191,184,Serie B
3454,8,193,182,Serie B
3455,8,195,183,Serie B
3456,8,198,185,Serie B
3457,8,200,187,Serie B
3458,8,199,189,Serie B
3459,8,197,196,Serie B
3460,8,194,192,Serie B
3461,9,181,190,Serie B
3462,9,188,191,Serie B
3463,9,186,193,Serie B
3464,9,184,195,Serie B
3465,9,182,198,Serie B
3466,9,183,200,Serie B
3467,9,185,199,Serie B
3468,9,187,197,Serie B
3469,9,189,194,Serie B
3470,9,196,192,Serie B
3471,10,191,181,Serie B
3472,10,193,190,Serie B
3473,10,195,188,Serie B
3474,10,198,186,Serie B
3475,10,200,184,Serie B
3476,10,199,182,Serie B
3477,10,197,183,Serie B
3478,10,194,185,Serie B
3479,10,192,187,Serie B
3480,10,196,189,Serie B
3481,12,181,193,Serie B
3482,12,191,195,Serie B
3483,12,190,198,Serie B
3484,12,188,200,Serie B
3485,12,186,199,Serie B
3486,12,184,197,Serie B
3487,12,182,194,Serie B
3488,12,183,192,Serie B
3489,12,185,196,Serie B
3490,12,187,189,Serie B
3491,13,195,181,Serie B
3492,13,198,193,Serie B
3493,13,200,191,Serie B
3494,13,199,190,Serie B
3495,13,197,188,Serie B
3496,13,194,186,Serie B
3497,13,192,184,Serie B
3498,13,196,182,Serie B
3499,13,189,183,Serie B
3500,13,187,185,Serie B
3501,14,181,198,Serie B
3502,14,195,200,Serie B
3503,14,193,199,Serie B
3504,14,191,197,Serie B
3505,14,190,194,Serie B
3506,14,188,192,Serie B
3507,14,186,196,Serie B
3508,14,184,189,Serie B
3509,14,182,187,Serie B
3510,14,183,185,Serie B
3511,16,200,181,Serie B
3512,16,199,198,Serie B
3513,16,197,195,Serie B
3514,16,194,193,Serie B
3515,16,192,191,Serie B
3516,16,196,190,Serie B
3517,16,189,188,Serie B
3518,16,187,186,Serie B
3519,16,185,184,Serie B
3520,16,183,182,Serie B
3521,17,181,199,Serie B
3522,17,200,197,Serie B
3523,17,198,194,Serie B
3524,17,195,192,Serie B
3525,17,193,196,Serie B
3526,17,191,189,Serie B
3527,17,190,187,Serie B
3528,17,188,185,Serie B
3529,17,186,183,Serie B
3530,17,184,182,Serie B
3531,18,197,181,Serie B
3532,18,194,199,Serie B
3533,18,192,200,Serie B
3534,18,196,198,Serie B
3535,18,189,195,Serie B
3536,18,187,193,Serie B
3537,18,185,191,Serie B
3538,18,183,190,Serie B
3539,18,182,188,Serie B
3540,18,184,186,Serie B
3541,20,181,194,Serie B
3542,20,197,192,Serie B
3543,20,199,196,Serie B
3544,20,200,189,Serie B
3545,20,198,187,Serie B
3546,20,195,185,Serie B
3547,20,193,183,Serie B
3548,20,191,182,Serie B
3549,20,190,184,Serie B
3550,20,188,186,Serie B
3551,21,192,181,Serie B
3552,21,196,194,Serie B
3553,21,189,197,Serie B
3554,21,187,199,Serie B
3555,21,185,200,Serie B
3556,21,183,198,Serie B
3557,21,182,195,Serie B
3558,21,184,193,Serie B
3559,21,186,191,Serie B
3560,21,188,190,Serie B
3561,22,181,196,Serie B
3562,22,192,189,Serie B
3563,22,194,187,Serie B
3564,22,197,185,Serie B
3565,22,199,183,Serie B
3566,22,200,182,Serie B
3567,22,198,184,Serie B
3568,22,195,186,Serie B
3569,22,193,188,Serie B
3570,22,191,190,Serie B
3571,24,189,181,Serie B
3572,24,187,196,Serie B
3573,24,185,192,Serie B
3574,24,183,194,Serie B
3575,24,182,197,Serie B
3576,24,184,199,Serie B
3577,24,186,200,Serie B
3578,24,188,198,Serie B
3579,24,190,195,Serie B
3580,24,191,193,Serie B
3581,25,181,187,Serie B
3582,25,189,185,Serie B
3583,25,196,183,Serie B
3584,25,192,182,Serie B
3585,25,194,184,Serie B
3586,25,197,186,Serie B
3587,25,199,188,Serie B
3588,25,200,190,Serie B
3589,25,198,191,Serie B
3590,25,195,193,Serie B
3591,26,185,181,Serie B
3592,26,183,187,Serie B
3593,26,182,189,Serie B
3594,26,184,196,Serie B
3595,26,186,192,Serie B
3596,26,188,194,Serie B
3597,26,190,197,Serie B
3598,26,191,199,Serie B
3599,26,193,200,Serie B
3600,26,195,198,Serie B
3601,28,181,183,Serie B
3602,28,185,182,Serie B
3603,28,187,184,Serie B
3604,28,189,186,Serie B
3605,28,196,188,Serie B
3606,28,192,190,Serie B
3607,28,194,191,Serie B
3608,28,197,193,Serie B
3609,28,199,195,Serie B
3610,28,200,198,Serie B
3611,29,182,181,Serie B
3612,29,184,183,Serie B
3613,29,186,185,Serie B
3614,29,188,187,Serie B
3615,29,190,189,Serie B
3616,29,191,196,Serie B
3617,29,193,192,Serie B
3618,29,195,194,Serie B
3619,29,198,197,Serie B
3620,29,200,199,Serie B
3621,30,181,184,Serie B
3622,30,182,186,Serie B
3623,30,183,188,Serie B
3624,30,185,190,Serie B
3625,30,187,191,Serie B
3626,30,189,193,Serie B
3627,30,196,195,Serie B
3628,30,192,198,Serie B
3629,30,194,200,Serie B
3630,30,197,199,Serie B
3631,32,186,181,Serie B
3632,32,188,184,Serie B
3633,32,190,182,Serie B
3634,32,191,183,Serie B
3635,32,193,185,Serie B
3636,32,195,187,Serie B
3637,32,198,189,Serie B
3638,32,200,196,Serie B
3639,32,199,192,Serie B
3640,32,197,194,Serie B
3641,33,181,188,Serie B
3642,33,186,190,Serie B
3643,33,184,191,Serie B
3644,33,182,193,Serie B
3645,33,183,195,Serie B
3646,33,185,198,Serie B
3647,33,187,200,Serie B
3648,33,189,199,Serie B
3649,33,196,197,Serie B
3650,33,192,194,Serie B
3651,34,190,181,Serie B
3652,34,191,188,Serie B
3653,34,193,186,Serie B
3654,34,195,184,Serie B
3655,34,198,182,Serie B
3656,34,200,183,Serie B
3657,34,199,185,Serie B
3658,34,197,187,Serie B
3659,34,194,189,Serie B
3660,34,192,196,Serie B
3661,36,181,191,Serie B
3662,36,190,193,Serie B
3663,36,188,195,Serie B
3664,36,186,198,Serie B
3665,36,184,200,Serie B
3666,36,182,199,Serie B
3667,36,183,197,Serie B
3668,36,185,194,Serie B
3669,36,187,192,Serie B
3670,36,189,196,Serie B
3671,37,193,181,Serie B
3672,37,195,191,Serie B
3673,37,198,190,Serie B
3674,37,200,188,Serie B
3675,37,199,186,Serie B
3676,37,197,184,Serie B
3677,37,194,182,Serie B
3678,37,192,183,Serie B
3679,37,196,185,Serie B
3680,37,189,187,Serie B
3681,38,181,195,Serie B
3682,38,193,198,Serie B
3683,38,191,200,Serie B
3684,38,190,199,Serie B
3685,38,188,197,Serie B
3686,38,186,194,Serie B
3687,38,184,192,Serie B
3688,38,182,196,Serie B
3689,38,183,189,Serie B
3690,38,185,187,Serie B
3691,40,198,181,Serie B
3692,40,200,195,Serie B
3693,40,199,193,Serie B
3694,40,197,191,Serie B
3695,40,194,190,Serie B
3696,40,192,188,Serie B
3697,40,196,186,Serie B
3698,40,189,184,Serie B
3699,40,187,182,Serie B
3700,40,185,183,Serie B
3701,41,181,200,Serie B
3702,41,198,199,Serie B
3703,41,195,197,Serie B
3704,41,193,194,Serie B
3705,41,191,192,Serie B
3706,41,190,196,Serie B
3707,41,188,189,Serie B
3708,41,186,187,Serie B
3709,41,184,185,Serie B
3710,41,182,183,Serie B
3711,42,199,181,Serie B
